FRQ, I, J, Added Mass, Radiation Damping 
1.11E+00,6,6,3.41E+08,4.10E+08
1.14E+00,1,1,3.70E+03,3.57E+03
1.14E+00,1,2,-1.28E+00,3.23E+00
1.14E+00,1,3,6.91E+03,2.87E+03
1.14E+00,1,4,2.18E+01,-1.81E+01
1.14E+00,1,5,1.77E+06,4.03E+05
1.14E+00,1,6,4.21E+02,-2.74E+02
1.14E+00,2,1,1.15E+00,1.08E+01
1.14E+00,2,2,3.86E+04,5.55E+04
1.14E+00,2,3,-1.28E+01,2.97E+01
1.14E+00,2,4,-7.55E+04,1.26E+05
1.14E+00,2,5,-1.85E+03,3.17E+03
1.14E+00,2,6,-9.40E+05,7.15E+05
1.14E+00,3,1,5.53E+03,2.81E+03
1.14E+00,3,2,-2.96E+00,5.02E+00
1.14E+00,3,3,3.74E+05,1.13E+04
1.14E+00,3,4,1.92E+01,-3.23E+01
1.14E+00,3,5,-3.85E+06,9.14E+05
1.14E+00,3,6,2.45E+02,-7.10E+02
1.14E+00,4,1,-3.38E+01,-5.43E+01
1.14E+00,4,2,-7.34E+04,1.21E+05
1.14E+00,4,3,-7.30E+00,-1.95E+02
1.14E+00,4,4,2.46E+07,1.37E+06
1.14E+00,4,5,1.37E+03,-2.13E+04
1.14E+00,4,6,5.62E+06,1.25E+07
1.14E+00,5,1,1.66E+06,3.44E+05
1.14E+00,5,2,-4.42E+02,8.08E+02
1.14E+00,5,3,-3.75E+06,9.07E+05
1.14E+00,5,4,4.83E+03,-4.47E+03
1.14E+00,5,5,1.82E+09,1.63E+08
1.14E+00,5,6,8.78E+04,-7.32E+04
1.14E+00,6,1,-3.75E+02,-6.94E+02
1.14E+00,6,2,-6.91E+05,7.23E+05
1.14E+00,6,3,1.81E+02,-2.63E+03
1.14E+00,6,4,5.18E+06,1.32E+07
1.14E+00,6,5,3.18E+04,-2.67E+05
1.14E+00,6,6,3.71E+08,3.62E+08
1.17E+00,1,1,3.93E+03,3.73E+03
1.17E+00,1,2,9.62E-01,1.58E+00
1.17E+00,1,3,5.91E+03,3.50E+03
1.17E+00,1,4,5.94E-01,-1.10E+01
1.17E+00,1,5,1.69E+06,4.22E+05
1.17E+00,1,6,2.02E+02,-1.20E+02
1.17E+00,2,1,-3.66E+00,4.98E+00
1.17E+00,2,2,4.32E+04,4.97E+04
1.17E+00,2,3,-3.04E+00,9.87E+00
1.17E+00,2,4,-8.36E+04,1.22E+05
1.17E+00,2,5,-3.92E+02,1.61E+03
1.17E+00,2,6,-6.58E+05,7.11E+05
1.17E+00,3,1,6.29E+03,3.74E+03
1.17E+00,3,2,-1.05E+01,4.24E+00
1.17E+00,3,3,3.75E+05,1.25E+04
1.17E+00,3,4,5.83E+01,-2.97E+01
1.17E+00,3,5,-3.95E+06,1.03E+06
1.17E+00,3,6,6.33E+02,-8.37E+02
1.17E+00,4,1,3.37E+01,-4.77E+01
1.17E+00,4,2,-9.32E+04,1.20E+05
1.17E+00,4,3,4.01E+01,-9.52E+01
1.17E+00,4,4,2.46E+07,1.19E+06
1.17E+00,4,5,3.85E+03,-1.41E+04
1.17E+00,4,6,3.58E+06,1.13E+07
1.17E+00,5,1,1.73E+06,4.20E+05
1.17E+00,5,2,-3.58E+02,7.92E+02
1.17E+00,5,3,-4.01E+06,1.01E+06
1.17E+00,5,4,2.80E+03,-5.21E+03
1.17E+00,5,5,1.80E+09,1.57E+08
1.17E+00,5,6,5.42E+04,-7.17E+04
1.17E+00,6,1,7.85E+02,-7.15E+02
1.17E+00,6,2,-9.69E+05,6.73E+05
1.17E+00,6,3,1.25E+03,-1.74E+03
1.17E+00,6,4,5.44E+06,1.21E+07
1.17E+00,6,5,1.29E+05,-2.38E+05
1.17E+00,6,6,3.47E+08,3.40E+08
1.20E+00,1,1,3.81E+03,3.35E+03
1.20E+00,1,2,-3.00E+00,4.93E+00
1.20E+00,1,3,5.80E+03,3.30E+03
1.20E+00,1,4,5.12E+01,-2.28E+01
1.20E+00,1,5,1.70E+06,4.13E+05
1.20E+00,1,6,1.07E+03,-4.42E+02
1.20E+00,2,1,-6.23E-02,3.53E+00
1.20E+00,2,2,4.11E+04,4.61E+04
1.20E+00,2,3,-5.20E+00,9.40E+00
1.20E+00,2,4,-8.27E+04,1.04E+05
1.20E+00,2,5,-9.15E+02,1.09E+03
1.20E+00,2,6,-1.07E+06,6.53E+05
1.20E+00,3,1,5.31E+03,3.20E+03
1.20E+00,3,2,-4.05E+00,4.81E+00
1.20E+00,3,3,3.76E+05,1.11E+04
1.20E+00,3,4,2.91E+01,-4.08E+01
1.20E+00,3,5,-4.09E+06,1.01E+06
1.20E+00,3,6,5.39E+02,-9.85E+02
1.20E+00,4,1,-1.75E+01,-2.14E+01
1.20E+00,4,2,-7.68E+04,1.13E+05
1.20E+00,4,3,6.53E+00,-6.93E+01
1.20E+00,4,4,2.47E+07,1.08E+06
1.20E+00,4,5,2.27E+03,-6.99E+03
1.20E+00,4,6,7.74E+06,9.26E+06
1.20E+00,5,1,1.67E+06,3.93E+05
1.20E+00,5,2,-9.86E+02,1.03E+03
1.20E+00,5,3,-4.05E+06,1.01E+06
1.20E+00,5,4,1.15E+04,-3.68E+03
1.20E+00,5,5,1.80E+09,1.61E+08
1.20E+00,5,6,2.41E+05,-7.48E+04
1.20E+00,6,1,-3.05E+02,-2.74E+02
1.20E+00,6,2,-6.87E+05,7.16E+05
1.20E+00,6,3,2.40E+02,-9.63E+02
1.20E+00,6,4,6.55E+06,1.06E+07
1.20E+00,6,5,3.23E+04,-6.87E+04
1.20E+00,6,6,4.12E+08,2.95E+08
1.23E+00,1,1,3.91E+03,3.30E+03
1.23E+00,1,2,1.40E+00,6.79E-01
1.23E+00,1,3,5.35E+03,3.31E+03
1.23E+00,1,4,-5.45E-01,-3.37E+00
1.23E+00,1,5,1.68E+06,3.90E+05
1.23E+00,1,6,2.36E+02,2.13E+01
1.23E+00,2,1,-3.69E+00,2.16E-01
1.23E+00,2,2,4.75E+04,4.11E+04
1.23E+00,2,3,-3.42E-01,-8.37E-01
1.23E+00,2,4,-8.94E+04,1.03E+05
1.23E+00,2,5,1.65E+02,2.64E+02
1.23E+00,2,6,-6.43E+05,7.34E+05
1.23E+00,3,1,5.57E+03,3.50E+03
1.23E+00,3,2,-2.38E+01,5.23E+00
1.23E+00,3,3,3.77E+05,1.06E+04
1.23E+00,3,4,1.26E+02,-3.48E+01
1.23E+00,3,5,-4.11E+06,9.75E+05
1.23E+00,3,6,1.26E+03,-1.30E+03
1.23E+00,4,1,3.23E+01,-1.07E+01
1.23E+00,4,2,-1.12E+05,1.08E+05
1.23E+00,4,3,2.25E+01,-1.80E+00
1.23E+00,4,4,2.47E+07,9.52E+05
1.23E+00,4,5,1.94E+02,-1.64E+03
1.23E+00,4,6,3.94E+06,8.28E+06
1.23E+00,5,1,1.71E+06,4.03E+05
1.23E+00,5,2,-8.83E+02,1.18E+03
1.23E+00,5,3,-4.13E+06,9.60E+05
1.23E+00,5,4,5.40E+03,-6.50E+03
1.23E+00,5,5,1.79E+09,1.45E+08
1.23E+00,5,6,6.52E+04,-8.51E+04
1.23E+00,6,1,4.94E+02,-1.07E+02
1.23E+00,6,2,-1.10E+06,6.46E+05
1.23E+00,6,3,5.58E+02,-2.18E+02
1.23E+00,6,4,6.27E+06,9.67E+06
1.23E+00,6,5,2.47E+04,-3.24E+04
1.23E+00,6,6,3.60E+08,2.74E+08
1.26E+00,1,1,3.89E+03,2.88E+03
1.26E+00,1,2,-5.47E+00,8.82E+00
1.26E+00,1,3,5.35E+03,2.98E+03
1.26E+00,1,4,9.59E+01,-3.24E+01
1.26E+00,1,5,1.70E+06,3.68E+05
1.26E+00,1,6,2.03E+03,-8.44E+02
1.26E+00,2,1,4.63E+00,-4.65E+00
1.26E+00,2,2,4.40E+04,3.80E+04
1.26E+00,2,3,2.51E+00,-8.41E+00
1.26E+00,2,4,-8.66E+04,8.66E+04
1.26E+00,2,5,-1.79E+02,-1.32E+03
1.26E+00,2,6,-1.15E+06,6.48E+05
1.26E+00,3,1,4.75E+03,2.85E+03
1.26E+00,3,2,-5.94E+00,6.49E+00
1.26E+00,3,3,3.77E+05,7.78E+03
1.26E+00,3,4,6.44E+01,-4.35E+01
1.26E+00,3,5,-4.22E+06,9.32E+05
1.26E+00,3,6,1.38E+03,-1.19E+03
1.26E+00,4,1,-4.65E+01,5.20E+01
1.26E+00,4,2,-7.29E+04,1.04E+05
1.26E+00,4,3,-2.99E+01,8.96E+01
1.26E+00,4,4,2.47E+07,8.41E+05
1.26E+00,4,5,5.49E+02,1.45E+04
1.26E+00,4,6,8.52E+06,6.11E+06
1.26E+00,5,1,1.66E+06,3.51E+05
1.26E+00,5,2,-1.93E+03,1.68E+03
1.26E+00,5,3,-4.17E+06,9.51E+05
1.26E+00,5,4,2.31E+04,-1.96E+03
1.26E+00,5,5,1.79E+09,1.45E+08
1.26E+00,5,6,5.04E+05,-8.78E+04
1.26E+00,6,1,-1.01E+03,7.16E+02
1.26E+00,6,2,-6.31E+05,7.09E+05
1.26E+00,6,3,-8.69E+02,1.34E+03
1.26E+00,6,4,7.30E+06,8.56E+06
1.26E+00,6,5,-6.56E+04,2.55E+05
1.26E+00,6,6,4.36E+08,2.34E+08
1.29E+00,1,1,3.65E+03,3.28E+03
1.29E+00,1,2,-4.39E-01,-9.86E+00
1.29E+00,1,3,3.77E+03,3.44E+03
1.29E+00,1,4,8.74E+00,4.82E+01
1.29E+00,1,5,1.52E+06,3.64E+05
1.29E+00,1,6,6.61E+02,6.74E+02
1.29E+00,2,1,-8.88E+00,-2.49E+01
1.29E+00,2,2,4.93E+04,3.38E+04
1.29E+00,2,3,1.50E+01,-6.36E+01
1.29E+00,2,4,-7.66E+04,8.57E+04
1.29E+00,2,5,3.39E+03,-7.31E+03
1.29E+00,2,6,-5.37E+05,6.96E+05
1.29E+00,3,1,4.92E+03,4.00E+03
1.29E+00,3,2,-4.29E+01,-5.41E+00
1.29E+00,3,3,3.79E+05,1.09E+04
1.29E+00,3,4,1.97E+02,1.39E+01
1.29E+00,3,5,-4.41E+06,9.78E+05
1.29E+00,3,6,2.82E+03,-1.43E+03
1.29E+00,4,1,1.27E+02,1.88E+02
1.29E+00,4,2,-1.10E+05,1.04E+05
1.29E+00,4,3,1.71E+01,5.55E+02
1.29E+00,4,4,2.46E+07,7.28E+05
1.29E+00,4,5,-1.22E+04,6.86E+04
1.29E+00,4,6,3.85E+06,5.62E+06
1.29E+00,5,1,1.64E+06,4.48E+05
1.29E+00,5,2,-1.91E+03,-2.80E+02
1.29E+00,5,3,-4.50E+06,9.37E+05
1.29E+00,5,4,8.90E+03,1.39E+03
1.29E+00,5,5,1.76E+09,1.29E+08
1.29E+00,5,6,1.55E+05,-2.55E+04
1.29E+00,6,1,1.18E+03,2.87E+03
1.29E+00,6,2,-1.10E+06,6.62E+05
1.29E+00,6,3,-1.13E+03,7.38E+03
1.29E+00,6,4,6.29E+06,7.59E+06
1.29E+00,6,5,-3.38E+05,8.95E+05
1.29E+00,6,6,3.74E+08,2.16E+08
1.32E+00,1,1,4.74E+03,2.60E+03
1.32E+00,1,2,-4.27E+00,2.28E+01
1.32E+00,1,3,6.44E+03,2.62E+03
1.32E+00,1,4,1.63E+02,-1.22E+02
1.32E+00,1,5,1.90E+06,2.75E+05
1.32E+00,1,6,3.18E+03,-3.30E+03
1.32E+00,2,1,-1.45E+01,4.12E+01
1.32E+00,2,2,4.67E+04,3.08E+04
1.32E+00,2,3,-3.23E+00,8.72E+01
1.32E+00,2,4,-8.57E+04,7.32E+04
1.32E+00,2,5,1.56E+03,1.21E+04
1.32E+00,2,6,-1.13E+06,7.09E+05
1.32E+00,3,1,7.65E+03,2.84E+03
1.32E+00,3,2,5.24E+00,4.12E+01
1.32E+00,3,3,3.87E+05,8.03E+03
1.32E+00,3,4,1.99E+02,-3.28E+02
1.32E+00,3,5,-3.47E+06,5.93E+05
1.32E+00,3,6,3.21E+03,-8.18E+03
1.32E+00,4,1,7.17E+01,-3.59E+02
1.32E+00,4,2,-6.38E+04,9.24E+04
1.32E+00,4,3,-7.29E+01,-7.32E+02
1.32E+00,4,4,2.47E+07,6.45E+05
1.32E+00,4,5,-2.75E+04,-9.81E+04
1.32E+00,4,6,7.92E+06,3.58E+06
1.32E+00,5,1,2.02E+06,2.50E+05
1.32E+00,5,2,-2.57E+02,5.67E+03
1.32E+00,5,3,-3.67E+06,5.50E+05
1.32E+00,5,4,3.37E+04,-3.65E+04
1.32E+00,5,5,1.87E+09,7.48E+07
1.32E+00,5,6,6.15E+05,-9.33E+05
1.32E+00,6,1,2.26E+03,-4.94E+03
1.32E+00,6,2,-4.98E+05,6.93E+05
1.32E+00,6,3,1.54E+03,-1.09E+04
1.32E+00,6,4,7.23E+06,6.62E+06
1.32E+00,6,5,-6.42E+04,-1.51E+06
1.32E+00,6,6,4.39E+08,1.78E+08
1.35E+00,1,1,4.59E+03,2.10E+03
1.35E+00,1,2,-6.67E+00,1.74E+01
1.35E+00,1,3,6.47E+03,2.17E+03
1.35E+00,1,4,3.00E+01,-7.18E+01
1.35E+00,1,5,1.90E+06,2.67E+05
1.35E+00,1,6,-1.61E+02,-1.36E+03
1.35E+00,2,1,7.11E+00,9.99E+00
1.35E+00,2,2,5.13E+04,2.65E+04
1.35E+00,2,3,6.38E+00,3.19E+01
1.35E+00,2,4,-6.58E+04,7.35E+04
1.35E+00,2,5,2.86E+02,3.80E+03
1.35E+00,2,6,-3.85E+05,7.54E+05
1.35E+00,3,1,5.62E+03,2.04E+03
1.35E+00,3,2,-6.26E+01,6.14E+01
1.35E+00,3,3,3.85E+05,6.76E+03
1.35E+00,3,4,2.39E+02,-2.72E+02
1.35E+00,3,5,-3.89E+06,6.56E+05
1.35E+00,3,6,1.42E+03,-7.00E+03
1.35E+00,4,1,-8.72E+01,-7.36E+01
1.35E+00,4,2,-9.90E+04,1.06E+05
1.35E+00,4,3,-1.30E+02,-2.79E+02
1.35E+00,4,4,2.46E+07,5.29E+05
1.35E+00,4,5,-1.09E+04,-3.28E+04
1.35E+00,4,6,3.17E+06,2.87E+06
1.35E+00,5,1,1.86E+06,2.51E+05
1.35E+00,5,2,-4.66E+03,8.37E+03
1.35E+00,5,3,-3.80E+06,7.02E+05
1.35E+00,5,4,1.72E+04,-3.50E+04
1.35E+00,5,5,1.85E+09,1.09E+08
1.35E+00,5,6,-5.81E+04,-7.42E+05
1.35E+00,6,1,-1.05E+03,-1.24E+03
1.35E+00,6,2,-1.08E+06,8.51E+05
1.35E+00,6,3,-1.05E+03,-4.35E+03
1.35E+00,6,4,6.30E+06,5.32E+06
1.35E+00,6,5,-6.46E+04,-4.81E+05
1.35E+00,6,6,3.82E+08,1.51E+08
1.38E+00,1,1,4.44E+03,2.36E+03
1.38E+00,1,2,7.26E+00,4.98E+01
1.38E+00,1,3,5.66E+03,2.61E+03
1.38E+00,1,4,2.49E+02,-3.05E+02
1.38E+00,1,5,1.82E+06,3.06E+05
1.38E+00,1,6,4.01E+03,-8.47E+03
1.38E+00,2,1,-2.01E+00,8.82E+00
1.38E+00,2,2,4.66E+04,2.23E+04
1.38E+00,2,3,5.96E+00,1.81E+01
1.38E+00,2,4,-8.25E+04,8.54E+04
1.38E+00,2,5,1.10E+03,2.22E+03
1.38E+00,2,6,-9.04E+05,1.36E+06
1.38E+00,3,1,5.28E+03,2.82E+03
1.38E+00,3,2,2.09E+01,7.66E+01
1.38E+00,3,3,3.85E+05,7.92E+03
1.38E+00,3,4,3.33E+02,-5.42E+02
1.38E+00,3,5,-4.01E+06,7.72E+05
1.38E+00,3,6,4.65E+03,-1.46E+04
1.38E+00,4,1,-5.19E+00,-5.57E+01
1.38E+00,4,2,-3.28E+04,9.12E+04
1.38E+00,4,3,-7.74E+01,-9.90E+01
1.38E+00,4,4,2.46E+07,3.11E+05
1.38E+00,4,5,-1.23E+04,-1.07E+04
1.38E+00,4,6,4.87E+06,-2.18E+06
1.38E+00,5,1,1.83E+06,3.20E+05
1.38E+00,5,2,7.75E+02,1.26E+04
1.38E+00,5,3,-3.96E+06,7.31E+05
1.38E+00,5,4,6.81E+04,-7.18E+04
1.38E+00,5,5,1.84E+09,1.07E+08
1.38E+00,5,6,1.17E+06,-2.06E+06
1.38E+00,6,1,-3.17E+00,-7.02E+02
1.38E+00,6,2,-1.08E+05,9.08E+05
1.38E+00,6,3,-8.73E+02,-1.53E+03
1.38E+00,6,4,7.24E+06,2.40E+06
1.38E+00,6,5,-1.63E+05,-1.58E+05
1.38E+00,6,6,4.24E+08,7.00E+07
1.41E+00,1,1,4.70E+03,1.96E+03
1.41E+00,1,2,3.29E+01,3.53E+01
1.41E+00,1,3,5.75E+03,2.08E+03
1.41E+00,1,4,-1.22E+02,-1.22E+02
1.41E+00,1,5,1.86E+06,2.48E+05
1.41E+00,1,6,-4.21E+03,-7.15E+02
1.41E+00,2,1,3.30E+00,-2.62E+00
1.41E+00,2,2,4.05E+04,1.88E+04
1.41E+00,2,3,1.47E+01,-8.06E+00
1.41E+00,2,4,-1.42E+04,6.05E+04
1.41E+00,2,5,1.81E+03,-1.03E+03
1.41E+00,2,6,7.33E+05,2.39E+05
1.41E+00,3,1,5.63E+03,2.14E+03
1.41E+00,3,2,1.23E+02,1.79E+02
1.41E+00,3,3,3.86E+05,6.39E+03
1.41E+00,3,4,-4.83E+02,-6.28E+02
1.41E+00,3,5,-3.97E+06,6.43E+05
1.41E+00,3,6,-1.85E+04,-6.57E+03
1.41E+00,4,1,-2.29E+01,2.70E+01
1.41E+00,4,2,2.39E+04,9.58E+04
1.41E+00,4,3,-1.09E+02,8.11E+01
1.41E+00,4,4,2.42E+07,4.34E+05
1.41E+00,4,5,-1.34E+04,1.16E+04
1.41E+00,4,6,-5.46E+06,7.21E+06
1.41E+00,5,1,1.86E+06,2.53E+05
1.41E+00,5,2,1.74E+04,1.63E+04
1.41E+00,5,3,-3.99E+06,6.40E+05
1.41E+00,5,4,-6.68E+04,-5.56E+04
1.41E+00,5,5,1.84E+09,9.66E+07
1.41E+00,5,6,-2.16E+06,-2.44E+05
1.41E+00,6,1,-4.13E+02,3.53E+02
1.41E+00,6,2,7.59E+05,1.32E+06
1.41E+00,6,3,-1.85E+03,7.22E+02
1.41E+00,6,4,-1.14E+05,2.83E+06
1.41E+00,6,5,-2.41E+05,1.26E+05
1.41E+00,6,6,2.37E+08,1.64E+08
1.44E+00,1,1,4.66E+03,1.87E+03
1.44E+00,1,2,3.11E+01,-1.81E+01
1.44E+00,1,3,5.83E+03,2.01E+03
1.44E+00,1,4,-2.32E+02,-9.56E+01
1.44E+00,1,5,1.86E+06,2.30E+05
1.44E+00,1,6,-6.42E+03,-4.59E+02
1.44E+00,2,1,1.84E+00,-3.07E+00
1.44E+00,2,2,4.55E+04,2.39E+04
1.44E+00,2,3,-4.77E-01,-8.39E+00
1.44E+00,2,4,-2.43E+04,2.60E+04
1.44E+00,2,5,1.58E+02,-9.11E+02
1.44E+00,2,6,3.28E+05,7.04E+04
1.44E+00,3,1,5.53E+03,1.99E+03
1.44E+00,3,2,5.35E+01,-3.94E+01
1.44E+00,3,3,3.87E+05,5.86E+03
1.44E+00,3,4,-4.37E+02,-1.39E+02
1.44E+00,3,5,-3.93E+06,5.75E+05
1.44E+00,3,6,-1.17E+04,2.99E+00
1.44E+00,4,1,-5.33E+00,4.09E+01
1.44E+00,4,2,-4.82E+04,5.18E+03
1.44E+00,4,3,1.00E+01,8.50E+01
1.44E+00,4,4,2.43E+07,5.50E+05
1.44E+00,4,5,1.47E+01,1.11E+04
1.44E+00,4,6,-3.26E+04,7.95E+06
1.44E+00,5,1,1.86E+06,2.28E+05
1.44E+00,5,2,8.67E+03,-4.41E+03
1.44E+00,5,3,-3.90E+06,5.74E+05
1.44E+00,5,4,-6.07E+04,-2.99E+04
1.44E+00,5,5,1.85E+09,8.27E+07
1.44E+00,5,6,-1.71E+06,-2.52E+05
1.44E+00,6,1,-2.98E+02,6.93E+02
1.44E+00,6,2,-1.26E+04,-2.03E+05
1.44E+00,6,3,-4.01E+02,1.39E+03
1.44E+00,6,4,1.71E+06,5.79E+06
1.44E+00,6,5,-6.76E+04,1.93E+05
1.44E+00,6,6,3.20E+08,1.83E+08
1.47E+00,1,1,4.81E+03,2.59E+03
1.47E+00,1,2,1.37E+01,1.08E+00
1.47E+00,1,3,6.38E+03,3.00E+03
1.47E+00,1,4,-4.05E+01,4.66E+00
1.47E+00,1,5,1.94E+06,3.82E+05
1.47E+00,1,6,-1.09E+03,9.96E+02
1.47E+00,2,1,-1.43E+00,-2.37E+00
1.47E+00,2,2,6.08E+04,2.39E+04
1.47E+00,2,3,-1.86E+00,-7.95E+00
1.47E+00,2,4,3.52E+03,3.75E+04
1.47E+00,2,5,-1.57E+02,-1.08E+03
1.47E+00,2,6,-8.33E+04,-4.06E+04
1.47E+00,3,1,4.95E+03,4.49E+03
1.47E+00,3,2,5.14E+01,3.50E+00
1.47E+00,3,3,3.89E+05,9.31E+03
1.47E+00,3,4,-1.67E+02,1.50E+01
1.47E+00,3,5,-3.88E+06,1.10E+06
1.47E+00,3,6,-4.29E+03,3.24E+03
1.47E+00,4,1,2.16E+01,8.23E+01
1.47E+00,4,2,-6.17E+03,1.78E+04
1.47E+00,4,3,8.49E+01,1.45E+02
1.47E+00,4,4,2.46E+07,5.68E+05
1.47E+00,4,5,9.11E+03,2.15E+04
1.47E+00,4,6,4.24E+06,7.89E+06
1.47E+00,5,1,1.85E+06,4.92E+05
1.47E+00,5,2,6.08E+03,-5.72E+02
1.47E+00,5,3,-3.80E+06,9.28E+05
1.47E+00,5,4,-1.96E+04,5.18E+03
1.47E+00,5,5,1.87E+09,1.35E+08
1.47E+00,5,6,-4.57E+05,4.75E+05
1.47E+00,6,1,3.66E+01,1.98E+03
1.47E+00,6,2,8.87E+04,4.62E+04
1.47E+00,6,3,1.28E+03,3.27E+03
1.47E+00,6,4,4.30E+06,6.31E+06
1.47E+00,6,5,1.09E+05,4.74E+05
1.47E+00,6,6,4.18E+08,1.83E+08
1.50E+00,1,1,4.86E+03,1.77E+03
1.50E+00,1,2,7.87E+00,-1.04E+01
1.50E+00,1,3,5.28E+03,2.08E+03
1.50E+00,1,4,-7.37E+01,-6.84E+00
1.50E+00,1,5,1.84E+06,2.34E+05
1.50E+00,1,6,-2.03E+03,6.13E+02
1.50E+00,2,1,-4.06E-01,-4.65E+00
1.50E+00,2,2,5.70E+04,2.45E+04
1.50E+00,2,3,1.44E+00,-1.25E+01
1.50E+00,2,4,-2.23E+04,3.27E+04
1.50E+00,2,5,6.58E+01,-1.52E+03
1.50E+00,2,6,-5.49E+04,1.48E+04
1.50E+00,3,1,5.56E+03,2.11E+03
1.50E+00,3,2,1.49E+01,-2.43E+01
1.50E+00,3,3,3.88E+05,5.74E+03
1.50E+00,3,4,-1.51E+02,3.61E-01
1.50E+00,3,5,-4.04E+06,5.82E+05
1.50E+00,3,6,-4.03E+03,1.46E+03
1.50E+00,4,1,1.49E+01,3.97E+01
1.50E+00,4,2,-3.53E+04,1.82E+04
1.50E+00,4,3,3.05E+01,9.65E+01
1.50E+00,4,4,2.46E+07,5.29E+05
1.50E+00,4,5,4.04E+03,1.35E+04
1.50E+00,4,6,4.39E+06,6.66E+06
1.50E+00,5,1,1.89E+06,2.41E+05
1.50E+00,5,2,2.42E+03,-3.16E+03
1.50E+00,5,3,-4.06E+06,5.83E+05
1.50E+00,5,4,-2.16E+04,-2.13E+03
1.50E+00,5,5,1.85E+09,7.97E+07
1.50E+00,5,6,-5.93E+05,1.57E+05
1.50E+00,6,1,6.63E+01,6.52E+02
1.50E+00,6,2,-1.13E+05,-4.67E+04
1.50E+00,6,3,2.78E+02,1.40E+03
1.50E+00,6,4,4.79E+06,5.97E+06
1.50E+00,6,5,1.82E+04,2.13E+05
1.50E+00,6,6,4.11E+08,1.73E+08
